80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,0,?,1380,0,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,19,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,15,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,28,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,43,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,12,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,7,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,3,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,5,?,1380,1,0,1,0,WWW
80,16,?,1380,1,0,1,0,WWW
80,9,?,1380,1,0,1,0,WWW
80,19,?,1380,1,0,1,0,WWW
80,17,?,1380,1,0,1,0,WWW
80,8,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,3,?,1380,1,0,1,0,WWW
80,13,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,7,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,3,?,1380,1,0,1,0,WWW
80,18,?,1380,1,0,1,0,WWW
80,14,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,10,?,1380,1,0,1,0,WWW
80,11,?,1380,1,0,1,0,WWW
80,5,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,3,WWW
80,3,?,1380,1,0,1,0,WWW
80,7,?,1380,1,0,1,0,WWW
80,7,?,1380,1,0,1,0,WWW
80,4,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,1,0,WWW
80,5,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,5,?,1380,1,0,1,0,WWW
80,4,?,1380,1,0,1,0,WWW
80,4,?,1380,1,0,1,0,WWW
80,3,?,1380,1,0,1,0,WWW
80,2,?,1380,1,0,2,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,1,?,1380,1,0,1,0,WWW
80,19,?,1380,1,0,1,0,WWW
80,20,?,1380,1,0,1,0,WWW
25,7,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,115,0,MAIL
25,7,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,114,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,94,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,84,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,99,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,1,?,0,1,?,1,0,MAIL
25,7,N,536,1,0,94,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,49,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,56,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,57,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,98,0,MAIL
25,7,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,96,0,MAIL
25,7,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,99,0,MAIL
25,7,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,48,0,MAIL
25,7,N,536,1,0,1,1,MAIL
25,7,N,536,1,0,48,0,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,43,0,MAIL
25,7,N,536,1,0,1,1,MAIL
25,7,N,536,1,0,1,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,101,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,99,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,61,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,28,0,MAIL
25,8,N,536,1,0,3,0,MAIL
25,8,N,536,1,0,28,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,28,0,MAIL
25,8,N,536,1,0,3,0,MAIL
25,8,N,536,1,0,28,0,MAIL
25,8,N,536,1,0,3,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,85,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,96,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,99,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,8,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,98,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,97,0,MAIL
25,7,N,536,1,0,3,0,MAIL
25,7,N,536,1,0,100,1,MAIL
25,7,N,536,1,0,2,0,MAIL
25,7,N,536,1,0,2,0,MAIL
